# unique_bones 401
左薬指先	1 0 0 -5.85944 0 1 0 -9.54909 0 0 1 0.364837 0 0 -0 1
左小指先	1 0 0 -5.68106 0 1 0 -9.61737 0 0 1 0.556063 0 0 -0 1
右親指先	1 0 -0 5.05829 0 1 0 -9.76138 0 0 1 -0.378572 0 0 -0 1
右人差指先	1 0 -0 5.81632 0 1 0 -9.55807 0 0 1 -0.051616 0 0 -0 1
右中指先	1 0 -0 5.92633 0 1 0 -9.54511 0 0 1 0.161103 0 0 -0 1
右薬指先	1 0 -0 5.85944 0 1 0 -9.54909 0 0 1 0.364837 0 0 -0 1
右小指先	1 0 -0 5.68106 0 1 0 -9.61737 0 0 1 0.556063 0 0 -0 1
右肩飾	1 0 -0 1.99712 0 1 0 -12.995 0 0 1 0.168426 0 0 -0 1
右肩飾1-1	1 0 -0 2.09269 0 1 0 -13.2266 0 0 1 0.149616 0 0 -0 1
右肩飾1-2	1 0 -0 2.43456 0 1 0 -12.7571 0 0 1 -0.211324 0 0 -0 1
右肩飾2-1	1 0 -0 2.09187 0 1 0 -13.2192 0 0 1 0.158719 0 0 -0 1
右肩飾2-2	1 0 -0 2.5596 0 1 0 -12.8598 0 0 1 0.52758 0 0 -0 1
右肩飾3-1	1 0 -0 2.08607 0 1 0 -13.2291 0 0 1 0.154176 0 0 -0 1
右肩飾3-2	1 0 -0 2.37463 0 1 0 -13.8111 0 0 1 -0.249794 0 0 -0 1
右肩飾3-3	1 0 -0 2.29726 0 1 0 -14.5888 0 0 1 0.106313 0 0 -0 1
右肩飾3-4	1 0 -0 1.91287 0 1 0 -13.8257 0 0 1 0.841661 0 0 -0 1
右袖	1 0 -0 2.45057 0 1 0 -12.4883 0 0 1 0.125312 0 0 -0 1
右袖1-1	1 0 -0 1.92571 0 1 0 -12.4277 0 0 1 0.493394 0 0 -0 1
右袖1-2	1 0 -0 2.34959 0 1 0 -11.8809 0 0 1 0.799693 0 0 -0 1
右袖1-3	1 0 -0 2.59447 0 1 0 -11.4484 0 0 1 1.09139 0 0 -0 1
右袖1-4	1 0 -0 2.57655 0 1 0 -11.127 0 0 1 1.36813 0 0 -0 1
右袖1-5	1 0 -0 2.51843 0 1 0 -10.798 0 0 1 1.74136 0 0 -0 1
右袖1-6	1 0 -0 2.46218 0 1 0 -10.4614 0 0 1 2.13346 0 0 -0 1
右袖1-7	1 0 -0 2.42389 0 1 0 -10.149 0 0 1 2.49643 0 0 -0 1
右袖1-8	1 0 -0 2.36283 0 1 0 -9.84764 0 0 1 2.87846 0 0 -0 1
右袖1-9	1 0 -0 2.32791 0 1 0 -9.51636 0 0 1 3.30222 0 0 -0 1
右袖1-10	1 0 -0 2.28901 0 1 0 -9.32697 0 0 1 3.61098 0 0 -0 1
右袖11-1	1 0 -0 1.84814 0 1 0 -11.9482 0 0 1 0.949359 0 0 -0 1
右袖2-1	1 0 -0 3.80968 0 1 0 -11.1737 0 0 1 0.511498 0 0 -0 1
右袖2-2	1 0 -0 3.7673 0 1 0 -10.8306 0 0 1 0.964173 0 0 -0 1
右袖2-3	1 0 -0 3.74319 0 1 0 -10.6338 0 0 1 1.22359 0 0 -0 1
右袖2-4	1 0 -0 3.71622 0 1 0 -10.4138 0 0 1 1.51366 0 0 -0 1
右袖2-5	1 0 -0 3.67422 0 1 0 -10.071 0 0 1 1.96555 0 0 -0 1
右袖2-6	1 0 -0 3.64074 0 1 0 -9.79781 0 0 1 2.32563 0 0 -0 1
右袖2-7	1 0 -0 3.59945 0 1 0 -9.46082 0 0 1 2.76987 0 0 -0 1
右袖2-8	1 0 -0 3.56584 0 1 0 -9.18655 0 0 1 3.13143 0 0 -0 1
右袖2-9	1 0 -0 3.52937 0 1 0 -8.88889 0 0 1 3.52381 0 0 -0 1
右袖鈴1	1 0 -0 4.01644 0 1 0 -8.43892 0 0 1 3.52562 0 0 -0 1
右袖鈴2	1 0 -0 3.98718 0 1 0 -8.14694 0 0 1 3.914 0 0 -0 1
右袖鈴3	1 0 -0 3.93447 0 1 0 -7.62089 0 0 1 4.61371 0 0 -0 1
左袖	1 0 0 -2.45057 0 1 0 -12.4883 0 0 1 0.125312 0 0 -0 1
左袖1-1	1 0 0 -1.92572 0 1 0 -12.4277 0 0 1 0.493401 0 0 -0 1
左袖1-2	1 0 0 -2.34959 0 1 0 -11.8809 0 0 1 0.799701 0 0 -0 1
左袖1-3	1 0 0 -2.59447 0 1 0 -11.4484 0 0 1 1.09138 0 0 -0 1
左袖1-4	1 0 0 -2.57655 0 1 0 -11.127 0 0 1 1.36815 0 0 -0 1
左袖1-5	1 0 0 -2.51844 0 1 0 -10.798 0 0 1 1.74136 0 0 -0 1
左袖1-6	1 0 0 -2.46217 0 1 0 -10.4614 0 0 1 2.13346 0 0 -0 1
左袖1-7	1 0 0 -2.42389 0 1 0 -10.149 0 0 1 2.49643 0 0 -0 1
左袖1-8	1 0 0 -2.36282 0 1 0 -9.84763 0 0 1 2.87846 0 0 -0 1
左袖1-9	1 0 0 -2.3279 0 1 0 -9.51636 0 0 1 3.30222 0 0 -0 1
左袖1-10	1 0 0 -2.28899 0 1 0 -9.32696 0 0 1 3.61098 0 0 -0 1
左袖11-1	1 0 0 -1.84815 0 1 0 -11.9482 0 0 1 0.949359 0 0 -0 1
左袖2-1	1 0 0 -3.80968 0 1 0 -11.1737 0 0 1 0.511498 0 0 -0 1
左袖2-2	1 0 0 -3.76729 0 1 0 -10.8306 0 0 1 0.964173 0 0 -0 1
左袖2-3	1 0 0 -3.74319 0 1 0 -10.6338 0 0 1 1.2236 0 0 -0 1
左袖2-4	1 0 0 -3.71622 0 1 0 -10.4138 0 0 1 1.51367 0 0 -0 1
左袖2-5	1 0 0 -3.67421 0 1 0 -10.071 0 0 1 1.96555 0 0 -0 1
左袖2-6	1 0 0 -3.64074 0 1 0 -9.79782 0 0 1 2.32564 0 0 -0 1
左袖2-7	1 0 0 -3.59944 0 1 0 -9.46082 0 0 1 2.76988 0 0 -0 1
左袖2-8	1 0 0 -3.56584 0 1 0 -9.18655 0 0 1 3.13143 0 0 -0 1
左袖2-9	1 0 0 -3.52936 0 1 0 -8.88889 0 0 1 3.52381 0 0 -0 1
左袖鈴1	1 0 0 -4.01644 0 1 0 -8.43893 0 0 1 3.52562 0 0 -0 1
左袖鈴2	1 0 0 -3.98718 0 1 0 -8.14693 0 0 1 3.914 0 0 -0 1
左袖鈴3	1 0 0 -3.93447 0 1 0 -7.62088 0 0 1 4.61371 0 0 -0 1
中領1	1 0 0 -2.96919e-08 0 1 0 -13.8087 0 0 1 0.750291 0 0 -0 1
中領2	1 0 0 -2.68593e-08 0 1 0 -13.4577 0 0 1 0.7952 0 0 -0 1
中領3	1 0 0 -3.06964e-08 0 1 0 -13.1719 0 0 1 0.840853 0 0 -0 1
右領1	1 0 -0 0.513023 0 1 0 -13.7979 0 0 1 0.686704 0 0 -0 1
右領2	1 0 -0 0.532995 0 1 0 -13.4568 0 0 1 0.751371 0 0 -0 1
右領3	1 0 -0 0.552966 0 1 0 -13.1157 0 0 1 0.816037 0 0 -0 1
右領4	1 0 -0 0.613336 0 1 0 -12.1874 0 0 1 0.990368 0 0 -0 1
左領1	1 0 0 -0.513024 0 1 0 -13.7979 0 0 1 0.686708 0 0 -0 1
左領2	1 0 0 -0.532996 0 1 0 -13.4568 0 0 1 0.751374 0 0 -0 1
左領3	1 0 0 -0.552967 0 1 0 -13.1157 0 0 1 0.81604 0 0 -0 1
左領4	1 0 0 -0.613337 0 1 0 -12.1874 0 0 1 0.990371 0 0 -0 1
劉海1-1	1 0 -0 0.366366 0 1 0 -16.3652 0 0 1 -1.17215 0 0 -0 1
劉海1-2	1 0 -0 0.381844 0 1 0 -16.0094 0 0 1 -1.16221 0 0 -0 1
劉海2-1	1 0 -0 0.0334569 0 1 0 -16.3684 0 0 1 -1.25233 0 0 -0 1
劉海2-2	1 0 -0 0.0334569 0 1 0 -16.0121 0 0 1 -1.25233 0 0 -0 1
劉海3-1	1 0 0 -0.320502 0 1 0 -16.3703 0 0 1 -1.2198 0 0 -0 1
劉海3-2	1 0 0 -0.321588 0 1 0 -16.0141 0 0 1 -1.2221 0 0 -0 1
右側髪	1 0 -0 0.944563 0 1 0 -16.2444 0 0 1 -0.463346 0 0 -0 1
右側髪1-1	1 0 -0 0.887739 0 1 0 -15.8399 0 0 1 -0.73101 0 0 -0 1
右側髪1-2	1 0 -0 0.890846 0 1 0 -15.305 0 0 1 -0.682317 0 0 -0 1
右側髪1-3	1 0 -0 0.746803 0 1 0 -14.7161 0 0 1 -0.716186 0 0 -0 1
右側髪2-1	1 0 -0 1.01903 0 1 0 -15.7013 0 0 1 -0.41909 0 0 -0 1
右側髪2-2	1 0 -0 1.16785 0 1 0 -15.1594 0 0 1 -0.277879 0 0 -0 1
右側髪3-1	1 0 -0 1.10944 0 1 0 -15.7043 0 0 1 -0.198419 0 0 -0 1
右側髪3-2	1 0 -0 1.12727 0 1 0 -15.1923 0 0 1 -0.0721257 0 0 -0 1
右側髪4-1	1 0 -0 1.1552 0 1 0 -16.1651 0 0 1 -0.493228 0 0 -0 1
右側髪4-2	1 0 -0 1.40715 0 1 0 -15.7819 0 0 1 -0.410339 0 0 -0 1
右側髪5-1	1 0 -0 1.05403 0 1 0 -15.8906 0 0 1 -0.646762 0 0 -0 1
右側髪5-2	1 0 -0 1.17148 0 1 0 -15.372 0 0 1 -0.588439 0 0 -0 1
右側髪6-1	1 0 -0 1.06611 0 1 0 -15.9626 0 0 1 -0.45462 0 0 -0 1
右側髪6-2	1 0 -0 1.23358 0 1 0 -15.5018 0 0 1 -0.274504 0 0 -0 1
左馬尾1-0	1 0 0 -1.26327 0 1 0 -17.5531 0 0 1 0.646224 0 0 -0 1
左馬尾1-1	1 0 0 -1.26327 0 1 0 -17.0435 0 0 1 0.646224 0 0 -0 1
左馬尾1-2	1 0 0 -1.38236 0 1 0 -16.1878 0 0 1 0.887996 0 0 -0 1
左馬尾1-3	1 0 0 -1.50144 0 1 0 -15.3321 0 0 1 1.12977 0 0 -0 1
左馬尾1-4	1 0 0 -1.7931 0 1 0 -14.4911 0 0 1 1.41959 0 0 -0 1
左馬尾1-5	1 0 0 -2.08476 0 1 0 -13.6502 0 0 1 1.7094 0 0 -0 1
左馬尾1-6	1 0 0 -2.41504 0 1 0 -12.9593 0 0 1 2.06173 0 0 -0 1
左馬尾1-7	1 0 0 -2.74531 0 1 0 -12.2685 0 0 1 2.41406 0 0 -0 1
左馬尾1-8	1 0 0 -3.00326 0 1 0 -11.7313 0 0 1 2.75722 0 0 -0 1
左馬尾1-9	1 0 0 -3.26121 0 1 0 -11.1941 0 0 1 3.10037 0 0 -0 1
左馬尾1-10	1 0 0 -3.63813 0 1 0 -10.6728 0 0 1 3.51492 0 0 -0 1
左馬尾1-11	1 0 0 -4.01505 0 1 0 -10.1514 0 0 1 3.92946 0 0 -0 1
左馬尾1-12	1 0 0 -4.36336 0 1 0 -9.44931 0 0 1 4.21228 0 0 -0 1
左馬尾1-13	1 0 0 -4.71167 0 1 0 -8.74718 0 0 1 4.49509 0 0 -0 1
左馬尾1-14	1 0 0 -4.5308 0 1 0 -6.99884 0 0 1 4.49509 0 0 -0 1
右馬尾1-0	1 0 -0 1.26327 0 1 0 -17.5532 0 0 1 0.646224 0 0 -0 1
右馬尾1-1	1 0 -0 1.26327 0 1 0 -17.0436 0 0 1 0.646224 0 0 -0 1
右馬尾1-2	1 0 -0 1.38236 0 1 0 -16.1878 0 0 1 0.887996 0 0 -0 1
右馬尾1-3	1 0 -0 1.50145 0 1 0 -15.3321 0 0 1 1.12977 0 0 -0 1
右馬尾1-4	1 0 -0 1.79311 0 1 0 -14.4911 0 0 1 1.41959 0 0 -0 1
右馬尾1-5	1 0 -0 2.08477 0 1 0 -13.6502 0 0 1 1.70941 0 0 -0 1
右馬尾1-6	1 0 -0 2.41504 0 1 0 -12.9593 0 0 1 2.06173 0 0 -0 1
右馬尾1-7	1 0 -0 2.74531 0 1 0 -12.2685 0 0 1 2.41406 0 0 -0 1
右馬尾1-8	1 0 -0 3.00326 0 1 0 -11.7313 0 0 1 2.75721 0 0 -0 1
右馬尾1-9	1 0 -0 3.26121 0 1 0 -11.1941 0 0 1 3.10037 0 0 -0 1
右馬尾1-10	1 0 -0 3.64199 0 1 0 -10.6728 0 0 1 3.51491 0 0 -0 1
右馬尾1-11	1 0 -0 4.02278 0 1 0 -10.1515 0 0 1 3.92946 0 0 -0 1
右馬尾1-12	1 0 -0 4.36722 0 1 0 -9.44932 0 0 1 4.21228 0 0 -0 1
右馬尾1-13	1 0 -0 4.71167 0 1 0 -8.74718 0 0 1 4.4951 0 0 -0 1
右馬尾1-14	1 0 -0 4.5308 0 1 0 -6.99884 0 0 1 4.4951 0 0 -0 1
右碎髮1-1	1 0 -0 1.13153 0 1 0 -16.2989 0 0 1 -0.235533 0 0 -0 1
右碎髮1-2	1 0 -0 1.25632 0 1 0 -15.8677 0 0 1 0.0400244 0 0 -0 1
左側髪1	1 0 0 -0.927159 0 1 0 -16.0352 0 0 1 -0.566909 0 0 -0 1
左側髪2	1 0 0 -0.916145 0 1 0 -15.4361 0 0 1 -0.55988 0 0 -0 1
左側髪3	1 0 0 -0.8536 0 1 0 -14.8403 0 0 1 -0.578292 0 0 -0 1
左側髪4	1 0 0 -0.724232 0 1 0 -14.2705 0 0 1 -0.621578 0 0 -0 1
左侧髪1-1	1 0 0 -1.05935 0 1 0 -16.0072 0 0 1 -0.407159 0 0 -0 1
左侧髪1-2	1 0 0 -1.15871 0 1 0 -15.5969 0 0 1 -0.296995 0 0 -0 1
左侧髪1-3	1 0 0 -1.25297 0 1 0 -14.9941 0 0 1 -0.254807 0 0 -0 1
左侧髪11-1	1 0 0 -1.21217 0 1 0 -15.4288 0 0 1 0.040281 0 0 -0 1
左侧髪12-1	1 0 0 -1.33468 0 1 0 -15.6393 0 0 1 -0.11238 0 0 -0 1
左侧髪2-1	1 0 0 -0.792602 0 1 0 -15.7804 0 0 1 -0.861815 0 0 -0 1
左侧髪2-2	1 0 0 -0.740322 0 1 0 -15.411 0 0 1 -0.862913 0 0 -0 1
耳环1	1 0 0 -0.704808 0 1 0 -15.2463 0 0 1 -0.150123 0 0 -0 1
耳环2	1 0 0 -0.704808 0 1 0 -15.1535 0 0 1 -0.150123 0 0 -0 1
耳环3	1 0 0 -0.704808 0 1 0 -14.9622 0 0 1 -0.150123 0 0 -0 1
帽	1 0 -0 0.504439 0 1 0 -17.5488 0 0 1 -0.122868 0 0 -0 1
帽饰1	1 0 -0 1.39553 0 1 0 -16.6856 0 0 1 -0.353863 0 0 -0 1
帽饰2	1 0 -0 1.39553 0 1 0 -16.359 0 0 1 -0.353863 0 0 -0 1
颈饰	1 0 0 -0.156205 0 1 0 -14.5568 0 0 1 -0.216839 0 0 -0 1
颈饰1	1 0 0 -0.106079 0 1 0 -14.3777 0 0 1 -0.227913 0 0 -0 1
颈饰2	1 0 0 -0.20633 0 1 0 -14.3781 0 0 1 -0.205765 0 0 -0 1
腰結	1 0 0 -0.335822 0 1 0 -11.9079 0 0 1 -1.28583 0 0 -0 1
腰帽	1 0 0 -0.38897 0 1 0 -12.2608 0 0 1 -1.41477 0 0 -0 1
左兔耳	1 0 0 -0.643102 0 1 0 -12.2795 0 0 1 -1.29379 0 0 -0 1
右兔耳	1 0 0 -0.11456 0 1 0 -12.2299 0 0 1 -1.4231 0 0 -0 1
右大結	1 0 -0 0.0703398 0 1 0 -11.5694 0 0 1 -1.25499 0 0 -0 1
左大結	1 0 0 -0.765738 0 1 0 -11.5528 0 0 1 -1.11118 0 0 -0 1
玩偶結帶1-1	1 0 0 -0.426227 0 1 0 -11.2804 0 0 1 -1.19263 0 0 -0 1
玩偶結帶1-2	1 0 0 -0.523226 0 1 0 -10.4579 0 0 1 -1.42808 0 0 -0 1
玩偶結帶1-3	1 0 0 -0.597868 0 1 0 -9.82487 0 0 1 -1.58945 0 0 -0 1
玩偶結1	1 0 0 -0.363624 0 1 0 -11.3254 0 0 1 -1.20076 0 0 -0 1
玩偶結2	1 0 0 -0.499378 0 1 0 -11.3485 0 0 1 -1.17175 0 0 -0 1
玩偶結帶2-1	1 0 0 -0.497756 0 1 0 -11.2869 0 0 1 -1.1746 0 0 -0 1
玩偶結帶2-2	1 0 0 -0.748827 0 1 0 -10.4748 0 0 1 -1.3331 0 0 -0 1
左鈴鐺結	1 0 0 -0.562334 0 1 0 -11.4358 0 0 1 -1.27285 0 0 -0 1
右鈴鐺結	1 0 0 -0.304522 0 1 0 -11.4208 0 0 1 -1.33311 0 0 -0 1
後腰結	1 0 -0 0.414495 0 1 0 -11.5828 0 0 1 0.501716 0 0 -0 1
後腰結帶1-1	1 0 -0 0.462157 0 1 0 -11.5935 0 0 1 0.560074 0 0 -0 1
後腰結帶1-2	1 0 -0 0.462157 0 1 0 -11.1151 0 0 1 0.830292 0 0 -0 1
後腰結1-1	1 0 -0 0.510757 0 1 0 -11.6325 0 0 1 0.576224 0 0 -0 1
